ID_compra,fecha,horario,categoria,precio_unitario,cantidad,envio,metodo_pago
2494,2023-08-03,21:09,Libros,50.9,2,10.18,Tarjeta de Crédito
2495,2023-08-03,17:53,Electrodomésticos,1487.9,5,0.0,Paypal
2505,2023-08-03,22:19,Electrodomésticos,3768.9,4,1055.29,Paypal
2504,2023-08-03,18:43,Belleza e higiene,194.9,2,0.0,Transferencia
2512,2023-08-04,18:09,Alimentos y bebidas,26.9,4,0.0,Tarjeta de Crédito
2520,2023-08-04,17:17,Alimentos y bebidas,37.9,1,0.0,Tarjeta de Débito
2522,2023-08-04,14:08,Belleza e higiene,196.0,5,0.0,Transferencia
2528,2023-08-04,23:01,Papelería y oficina,44.9,4,0.0,Tarjeta de Crédito
2527,2023-08-04,22:18,Casa y aseo,180.9,2,3.62,Transferencia
2516,2023-08-04,23:44,Papelería y oficina,49.9,3,4.49,Tarjeta de Crédito
2532,2023-08-04,22:03,Herramientas y construcción,230.9,3,48.49,Tarjeta de Débito
2534,2023-08-04,15:12,Alimentos y bebidas,97.9,2,11.75,Tarjeta de Crédito
2514,2023-08-04,17:32,Belleza e higiene,40.9,1,1.23,Transferencia
2525,2023-08-04,22:43,Belleza e higiene,48.0,5,0.0,Tarjeta de Crédito
2518,2023-08-04,23:35,Casa y aseo,156.9,5,0.0,Transferencia
2515,2023-08-04,18:19,Alimentos y bebidas,7.9,2,0.16,Transferencia
2521,2023-08-04,21:30,Casa y aseo,19.9,2,1.19,Transferencia
2511,2023-08-04,19:08,Casa y aseo,123.9,4,0.0,Tarjeta de Crédito
2530,2023-08-04,16:10,Belleza e higiene,126.0,1,5.04,Tarjeta de Débito
2517,2023-08-04,19:50,Alimentos y bebidas,50.9,3,12.22,Transferencia
2513,2023-08-04,22:11,Belleza e higiene,247.9,5,61.98,Transferencia
2519,2023-08-04,19:11,Belleza e higiene,19.9,5,6.97,Tarjeta de Crédito
2523,2023-08-04,00:06,Papelería y oficina,18.9,2,1.89,Tarjeta de Crédito
2538,2023-08-04,23:23,Casa y aseo,79.9,4,28.76,Tarjeta de Débito
2531,2023-08-04,19:07,Electrodomésticos,2526.0,3,227.34,Tarjeta de Crédito
2526,2023-08-04,21:29,Belleza e higiene,58.9,4,9.42,Tarjeta de Crédito
2529,2023-08-04,23:16,Casa y aseo,13.9,3,4.17,Tarjeta de Crédito
2535,2023-08-04,18:09,Belleza e higiene,190.9,5,0.0,Transferencia
2539,2023-08-04,14:53,Belleza e higiene,52.9,3,11.11,Paypal
2537,2023-08-04,23:51,Electrodomésticos,1678.9,3,151.1,Tarjeta de Crédito
2540,2023-08-04,23:24,Libros,48.9,1,3.42,Transferencia
2536,2023-08-04,18:43,Electrónicos,4098.9,5,614.83,Transferencia
2524,2023-08-04,22:05,Alimentos y bebidas,46.9,3,11.26,Transferencia
2533,2023-08-04,23:05,Herramientas y construcción,169.9,3,10.19,Transferencia
2548,2023-08-05,22:52,Herramientas y construcción,236.9,3,14.21,Transferencia
2544,2023-08-05,18:41,Casa y aseo,24.9,4,0.0,Transferencia
2562,2023-08-05,20:01,Casa y aseo,53.9,5,8.08,Tarjeta de Crédito
2563,2023-08-05,21:05,Belleza e higiene,234.9,1,0.0,Tarjeta de Débito
2549,2023-08-05,18:16,Alimentos y bebidas,91.9,2,1.84,Tarjeta de Débito
2558,2023-08-05,23:29,Casa y aseo,36.9,5,11.07,Tarjeta de Crédito
2545,2023-08-05,22:00,Electrónicos,7134.9,4,1426.98,Tarjeta de Crédito
2565,2023-08-05,23:03,Herramientas y construcción,98.9,1,0.0,Tarjeta de Crédito
2552,2023-08-05,23:01,Electrónicos,4874.9,4,1364.97,Tarjeta de Crédito
2566,2023-08-05,19:35,Alimentos y bebidas,46.9,3,0.0,Tarjeta de Débito
2554,2023-08-05,00:30,Herramientas y construcción,344.0,5,51.6,Transferencia
2550,2023-08-05,18:08,Casa y aseo,169.9,3,0.0,Tarjeta de Débito
2546,2023-08-05,20:57,Alimentos y bebidas,53.9,1,0.54,Transferencia
2561,2023-08-05,22:19,Electrónicos,5216.9,1,365.18,Tarjeta de Débito
2542,2023-08-05,00:53,Belleza e higiene,18.9,2,1.13,Transferencia
2551,2023-08-05,20:48,Casa y aseo,166.9,2,0.0,Tarjeta de Crédito
2543,2023-08-05,20:04,Casa y aseo,178.0,2,10.68,Tarjeta de Débito
2564,2023-08-05,17:17,Casa y aseo,108.0,1,8.64,Transferencia
2560,2023-08-05,21:50,Electrónicos,5011.9,2,501.19,Tarjeta de Crédito
2568,2023-08-05,21:18,Herramientas y construcción,319.9,2,44.79,Tarjeta de Crédito
2567,2023-08-05,23:26,Alimentos y bebidas,29.9,2,2.99,Paypal
2556,2023-08-05,20:00,Electrónicos,7401.9,2,296.08,Tarjeta de Crédito
2557,2023-08-05,21:21,Belleza e higiene,49.9,3,0.0,Tarjeta de Crédito
2559,2023-08-05,23:48,Casa y aseo,62.9,4,15.1,Paypal
2553,2023-08-05,23:09,Belleza e higiene,210.9,1,12.65,Tarjeta de Crédito
2541,2023-08-05,14:45,Casa y aseo,70.9,4,17.02,Transferencia
2555,2023-08-05,19:04,Electrodomésticos,2958.9,1,147.95,Tarjeta de Crédito
2547,2023-08-05,18:03,Electrodomésticos,3227.9,5,0.0,Tarjeta de Crédito
2580,2023-08-06,17:04,Alimentos y bebidas,43.9,1,0.0,Transferencia
2579,2023-08-06,18:34,Belleza e higiene,222.9,1,8.92,Tarjeta de Crédito
2582,2023-08-06,17:34,Alimentos y bebidas,76.9,2,10.77,Tarjeta de Crédito
2575,2023-08-06,18:05,Electrodomésticos,2103.0,1,63.09,Tarjeta de Crédito
2586,2023-08-06,23:15,Electrodomésticos,1728.9,2,138.31,Tarjeta de Crédito
2577,2023-08-06,15:11,Papelería y oficina,22.0,2,0.88,Tarjeta de Crédito
2581,2023-08-06,18:14,Libros,105.9,4,0.0,Tarjeta de Crédito
2578,2023-08-06,00:46,Herramientas y construcción,217.9,2,0.0,Transferencia
2576,2023-08-06,21:33,Alimentos y bebidas,74.9,1,0.0,Transferencia
2570,2023-08-06,22:37,Alimentos y bebidas,44.9,1,0.0,Tarjeta de Crédito
2585,2023-08-06,19:43,Alimentos y bebidas,24.9,1,1.49,Tarjeta de Crédito
2584,2023-08-06,16:57,Casa y aseo,40.9,2,5.73,Transferencia
2569,2023-08-06,18:13,Electrónicos,4502.9,4,1440.93,Tarjeta de Crédito
2572,2023-08-06,21:31,Belleza e higiene,235.9,5,70.77,Transferencia
2573,2023-08-06,18:25,Papelería y oficina,45.9,3,4.13,Tarjeta de Débito
2574,2023-08-06,20:04,Belleza e higiene,104.9,5,5.24,Paypal
2583,2023-08-06,21:57,Belleza e higiene,192.9,5,67.52,Transferencia
2571,2023-08-06,15:43,Casa y aseo,102.9,1,3.09,Tarjeta de Débito
2593,2023-08-08,00:29,Electrónicos,4318.0,5,0.0,Tarjeta de Crédito
2595,2023-08-08,23:35,Electrónicos,7097.9,1,0.0,Tarjeta de Crédito
2596,2023-08-08,23:58,Belleza e higiene,200.9,1,0.0,Transferencia
2601,2023-08-08,23:55,Electrodomésticos,3480.9,2,69.62,Transferencia
2587,2023-08-08,00:56,Casa y aseo,19.9,1,0.0,Transferencia
2602,2023-08-08,18:08,Alimentos y bebidas,68.9,4,13.78,Transferencia
2590,2023-08-08,00:33,Belleza e higiene,63.9,2,10.22,Tarjeta de Crédito
2598,2023-08-08,23:11,Alimentos y bebidas,85.9,2,10.31,Transferencia
2591,2023-08-08,18:46,Electrónicos,5958.9,3,1430.14,Transferencia
2599,2023-08-08,18:12,Belleza e higiene,29.9,3,8.97,Paypal
2592,2023-08-08,18:44,Casa y aseo,78.9,1,3.94,Tarjeta de Débito
2589,2023-08-08,22:05,Herramientas y construcción,276.9,1,27.69,Tarjeta de Crédito
2594,2023-08-08,19:00,Herramientas y construcción,109.9,5,27.48,Tarjeta de Crédito
2588,2023-08-08,17:29,Electrodomésticos,3045.9,1,91.38,Tarjeta de Débito
2597,2023-08-08,22:12,Electrónicos,5029.9,5,2011.96,Transferencia
2600,2023-08-08,17:19,Belleza e higiene,65.9,1,0.0,Transferencia
2615,2023-08-09,14:36,Papelería y oficina,38.0,5,0.0,Tarjeta de Crédito
2621,2023-08-09,21:02,Alimentos y bebidas,47.9,4,13.41,Tarjeta de Crédito
2614,2023-08-09,22:27,Papelería y oficina,24.9,1,1.25,Transferencia
2606,2023-08-09,00:26,Belleza e higiene,47.9,5,23.95,Transferencia
2626,2023-08-09,00:29,Belleza e higiene,102.9,2,16.46,Tarjeta de Crédito
2617,2023-08-09,00:31,Belleza e higiene,230.9,4,73.89,Transferencia
2619,2023-08-09,22:16,Papelería y oficina,23.9,2,2.39,Transferencia
2613,2023-08-09,23:27,Belleza e higiene,52.9,1,3.7,Tarjeta de Crédito
2609,2023-08-09,23:25,Belleza e higiene,93.9,1,2.82,Tarjeta de Crédito
2625,2023-08-09,17:25,Casa y aseo,47.9,1,0.0,Tarjeta de Débito
2603,2023-08-09,23:18,Electrónicos,6398.9,4,2047.65,Tarjeta de Débito
2624,2023-08-09,14:33,Belleza e higiene,21.9,1,0.88,Tarjeta de Crédito
2604,2023-08-09,22:55,Papelería y oficina,36.9,1,1.84,Transferencia
2618,2023-08-09,23:25,Alimentos y bebidas,84.9,1,4.24,Paypal
2612,2023-08-09,21:40,Papelería y oficina,27.9,4,10.04,Paypal
2608,2023-08-09,22:49,Electrodomésticos,959.9,2,57.59,Tarjeta de Crédito
2623,2023-08-09,20:41,Belleza e higiene,104.9,1,5.25,Tarjeta de Crédito
2607,2023-08-09,23:30,Alimentos y bebidas,54.9,5,0.0,Tarjeta de Crédito
2616,2023-08-09,17:49,Electrónicos,4259.9,2,596.39,Tarjeta de Crédito
2611,2023-08-09,17:41,Alimentos y bebidas,2.9,5,0.58,Transferencia
2605,2023-08-09,21:51,Alimentos y bebidas,36.0,3,0.0,Tarjeta de Crédito
2622,2023-08-09,20:23,Electrónicos,7001.9,1,490.13,Tarjeta de Crédito
2620,2023-08-09,15:34,Belleza e higiene,18.9,2,3.02,Tarjeta de Crédito
2610,2023-08-09,00:31,Electrodomésticos,1637.0,3,196.44,Tarjeta de Crédito
2636,2023-08-10,00:51,Belleza e higiene,178.9,2,0.0,Tarjeta de Crédito
2632,2023-08-10,22:24,Alimentos y bebidas,16.9,4,2.03,Transferencia
2652,2023-08-10,22:19,Casa y aseo,181.9,2,40.02,Tarjeta de Crédito
2628,2023-08-10,18:39,Alimentos y bebidas,84.9,4,23.77,Tarjeta de Crédito
2633,2023-08-10,22:07,Alimentos y bebidas,95.9,2,3.84,Transferencia
2638,2023-08-10,19:01,Electrónicos,6332.9,3,1519.9,Paypal
2629,2023-08-10,23:32,Casa y aseo,84.9,1,3.4,Transferencia
2645,2023-08-10,00:13,Casa y aseo,159.0,1,11.13,Tarjeta de Crédito
2648,2023-08-10,17:27,Casa y aseo,70.9,5,38.99,Tarjeta de Crédito
2637,2023-08-10,17:56,Alimentos y bebidas,94.9,1,0.0,Transferencia
2643,2023-08-10,23:25,Belleza e higiene,107.0,3,0.0,Tarjeta de Crédito
2642,2023-08-10,21:56,Alimentos y bebidas,60.9,1,1.22,Transferencia
2630,2023-08-10,00:36,Libros,58.9,1,2.36,Tarjeta de Crédito
2649,2023-08-10,19:07,Alimentos y bebidas,8.9,1,0.98,Transferencia
2627,2023-08-10,15:07,Electrodomésticos,3407.9,4,408.95,Transferencia
2641,2023-08-10,18:21,Electrodomésticos,1571.9,1,62.88,Transferencia
2640,2023-08-10,23:25,Casa y aseo,30.9,3,8.34,Tarjeta de Crédito
2650,2023-08-10,00:02,Casa y aseo,162.9,3,19.55,Tarjeta de Crédito
2647,2023-08-10,00:06,Electrónicos,5287.0,2,317.22,Tarjeta de Crédito
2635,2023-08-10,14:43,Herramientas y construcción,192.9,3,34.72,Transferencia
2639,2023-08-10,14:15,Alimentos y bebidas,80.9,1,3.24,Paypal
2631,2023-08-10,21:38,Electrodomésticos,2822.0,5,705.5,Tarjeta de Crédito
2646,2023-08-10,22:24,Belleza e higiene,91.0,5,0.0,Paypal
2634,2023-08-10,22:51,Alimentos y bebidas,50.9,1,3.05,Transferencia
2651,2023-08-10,23:20,Alimentos y bebidas,13.9,5,0.0,Tarjeta de Crédito
2644,2023-08-10,16:52,Alimentos y bebidas,61.9,1,3.71,Tarjeta de Crédito
2672,2023-08-11,23:44,Papelería y oficina,35.9,5,8.98,Transferencia
2677,2023-08-11,14:12,Electrónicos,6999.9,4,0.0,Tarjeta de Crédito
2679,2023-08-11,19:41,Herramientas y construcción,62.0,1,0.0,Paypal
2656,2023-08-11,23:44,Alimentos y bebidas,22.9,3,2.75,Transferencia
2673,2023-08-11,19:07,Herramientas y construcción,285.9,5,71.48,Tarjeta de Crédito
2658,2023-08-11,14:58,Belleza e higiene,209.9,3,18.89,Tarjeta de Crédito
2655,2023-08-11,19:32,Alimentos y bebidas,9.9,3,1.49,Tarjeta de Crédito
2680,2023-08-11,15:08,Libros,39.9,3,9.58,Paypal
2660,2023-08-11,19:36,Belleza e higiene,148.9,1,14.89,Transferencia
2674,2023-08-11,23:07,Papelería y oficina,6.9,1,0.28,Tarjeta de Débito
2661,2023-08-11,23:41,Herramientas y construcción,257.9,2,46.42,Paypal
2667,2023-08-11,18:07,Electrodomésticos,3886.9,4,0.0,Transferencia
2675,2023-08-11,23:09,Electrónicos,4437.9,3,665.68,Paypal
2669,2023-08-11,23:11,Papelería y oficina,46.9,5,0.0,Tarjeta de Débito
2666,2023-08-11,00:33,Casa y aseo,7.9,5,0.0,Paypal
2657,2023-08-11,18:37,Casa y aseo,104.9,5,31.47,Transferencia
2662,2023-08-11,18:06,Electrónicos,5689.9,1,284.5,Tarjeta de Crédito
2665,2023-08-11,21:04,Libros,33.0,1,1.32,Tarjeta de Crédito
2678,2023-08-11,14:47,Casa y aseo,175.9,1,0.0,Tarjeta de Crédito
2659,2023-08-11,17:59,Belleza e higiene,66.9,3,0.0,Tarjeta de Crédito
2671,2023-08-11,14:01,Casa y aseo,67.9,2,6.79,Tarjeta de Crédito
2668,2023-08-11,23:06,Herramientas y construcción,167.9,1,10.07,Tarjeta de Crédito
2654,2023-08-11,14:40,Alimentos y bebidas,71.9,3,10.79,Transferencia
2653,2023-08-11,19:16,Belleza e higiene,101.9,4,20.38,Tarjeta de Crédito
2663,2023-08-11,23:22,Casa y aseo,184.0,3,33.12,Transferencia
2664,2023-08-11,18:01,Papelería y oficina,19.9,1,1.0,Transferencia
2670,2023-08-11,23:43,Electrónicos,6603.9,1,0.0,Transferencia
2676,2023-08-11,00:05,Belleza e higiene,33.9,1,3.39,Tarjeta de Crédito
2709,2023-08-12,17:23,Alimentos y bebidas,56.9,2,7.97,Transferencia
2700,2023-08-12,22:17,Alimentos y bebidas,16.9,5,0.0,Tarjeta de Crédito
2705,2023-08-12,00:09,Belleza e higiene,186.9,5,46.72,Transferencia
2704,2023-08-12,21:31,Herramientas y construcción,170.0,4,20.4,Tarjeta de Crédito
2682,2023-08-12,18:40,Alimentos y bebidas,75.0,4,21.0,Paypal
2699,2023-08-12,21:19,Herramientas y construcción,298.9,5,89.67,Transferencia
2685,2023-08-12,18:55,Herramientas y construcción,319.9,3,47.98,Tarjeta de Crédito
2686,2023-08-12,23:00,Alimentos y bebidas,28.0,1,1.68,Tarjeta de Crédito
2701,2023-08-12,15:35,Belleza e higiene,196.9,2,0.0,Tarjeta de Crédito
2697,2023-08-12,19:22,Alimentos y bebidas,88.9,4,0.0,Transferencia
2698,2023-08-12,23:16,Alimentos y bebidas,82.9,5,37.3,Transferencia
2692,2023-08-12,18:28,Belleza e higiene,49.9,4,0.0,Tarjeta de Débito
2708,2023-08-12,14:07,Belleza e higiene,216.9,3,39.04,Transferencia
2683,2023-08-12,00:13,Electrónicos,7668.9,4,0.0,Transferencia
2690,2023-08-12,00:49,Belleza e higiene,250.0,3,82.5,Tarjeta de Crédito
2694,2023-08-12,14:12,Papelería y oficina,9.9,4,3.56,Tarjeta de Crédito
2691,2023-08-12,22:18,Casa y aseo,187.9,4,15.03,Tarjeta de Crédito
2703,2023-08-12,23:40,Alimentos y bebidas,34.9,2,0.0,Tarjeta de Crédito
2689,2023-08-12,21:01,Casa y aseo,10.0,3,1.2,Tarjeta de Crédito
2712,2023-08-12,18:35,Belleza e higiene,141.9,2,19.87,Tarjeta de Crédito
2702,2023-08-12,23:00,Casa y aseo,40.0,3,7.2,Transferencia
2681,2023-08-12,14:18,Electrodomésticos,652.9,4,182.81,Tarjeta de Crédito
2693,2023-08-12,18:19,Electrodomésticos,2320.9,3,208.88,Tarjeta de Crédito
2687,2023-08-12,21:40,Alimentos y bebidas,96.9,2,3.88,Tarjeta de Crédito
2711,2023-08-12,00:19,Electrodomésticos,3471.9,3,0.0,Tarjeta de Crédito
2710,2023-08-12,16:52,Alimentos y bebidas,2.9,3,0.26,Paypal
2688,2023-08-12,20:09,Libros,28.9,5,5.78,Tarjeta de Débito
2684,2023-08-12,18:45,Casa y aseo,180.0,4,0.0,Transferencia
2696,2023-08-12,22:11,Belleza e higiene,137.9,4,5.52,Tarjeta de Crédito
2695,2023-08-12,17:03,Electrodomésticos,3610.9,4,0.0,Tarjeta de Crédito
2706,2023-08-12,15:45,Casa y aseo,47.9,1,3.35,Tarjeta de Crédito
2707,2023-08-12,20:29,Casa y aseo,48.9,4,13.69,Transferencia
2740,2023-08-13,19:02,Herramientas y construcción,321.9,1,19.31,Transferencia
2723,2023-08-13,17:35,Belleza e higiene,245.9,1,22.13,Tarjeta de Crédito
2729,2023-08-13,21:58,Herramientas y construcción,67.9,2,5.43,Transferencia
2734,2023-08-13,22:44,Electrónicos,6823.0,3,0.0,Paypal
2728,2023-08-13,23:34,Casa y aseo,96.9,3,17.44,Tarjeta de Crédito
2735,2023-08-13,16:07,Libros,79.9,2,12.78,Transferencia
2732,2023-08-13,18:59,Papelería y oficina,7.9,5,2.37,Transferencia
2724,2023-08-13,14:15,Herramientas y construcción,299.9,1,20.99,Tarjeta de Crédito
2738,2023-08-13,21:22,Alimentos y bebidas,43.9,4,15.8,Transferencia
2720,2023-08-13,14:43,Belleza e higiene,175.9,5,43.98,Transferencia
2731,2023-08-13,23:29,Alimentos y bebidas,93.9,4,15.02,Tarjeta de Crédito
2733,2023-08-13,23:52,Belleza e higiene,157.9,3,9.47,Paypal
2730,2023-08-13,23:56,Electrónicos,5490.9,5,2196.36,Transferencia
2719,2023-08-13,22:31,Alimentos y bebidas,24.9,4,2.99,Tarjeta de Crédito
2713,2023-08-13,14:39,Electrónicos,4771.9,5,0.0,Transferencia
2726,2023-08-13,20:38,Belleza e higiene,72.9,4,14.58,Transferencia
2722,2023-08-13,23:44,Alimentos y bebidas,9.0,5,0.0,Transferencia
2716,2023-08-13,23:12,Belleza e higiene,17.9,4,0.0,Paypal
2725,2023-08-13,23:29,Belleza e higiene,47.9,3,7.18,Tarjeta de Débito
2739,2023-08-13,20:54,Papelería y oficina,43.9,1,2.63,Transferencia
2721,2023-08-13,16:28,Casa y aseo,65.9,2,0.0,Transferencia
2736,2023-08-13,19:08,Casa y aseo,93.0,4,11.16,Transferencia
2717,2023-08-13,16:45,Papelería y oficina,30.9,1,2.16,Paypal
2714,2023-08-13,18:29,Alimentos y bebidas,10.9,1,1.09,Tarjeta de Crédito
2737,2023-08-13,23:14,Electrónicos,6557.9,1,196.74,Transferencia
2715,2023-08-13,23:56,Electrodomésticos,2374.9,2,427.48,Transferencia
2718,2023-08-13,17:10,Alimentos y bebidas,37.9,4,6.06,Tarjeta de Crédito
2727,2023-08-13,21:01,Papelería y oficina,37.9,1,0.0,Tarjeta de Crédito
2754,2023-08-15,19:52,Alimentos y bebidas,22.9,5,6.87,Transferencia
2742,2023-08-15,00:59,Belleza e higiene,244.9,5,85.72,Tarjeta de Crédito
2761,2023-08-15,21:06,Casa y aseo,65.9,3,9.89,Tarjeta de Crédito
2762,2023-08-15,17:34,Belleza e higiene,170.9,4,54.69,Tarjeta de Crédito
2747,2023-08-15,00:45,Electrónicos,4556.0,3,683.4,Transferencia
2745,2023-08-15,00:47,Belleza e higiene,138.9,1,0.0,Transferencia
2757,2023-08-15,23:43,Papelería y oficina,8.9,5,0.0,Tarjeta de Crédito
2744,2023-08-15,21:56,Casa y aseo,68.9,4,0.0,Tarjeta de Crédito
2748,2023-08-15,18:22,Alimentos y bebidas,83.9,2,11.75,Tarjeta de Débito
2755,2023-08-15,00:25,Belleza e higiene,248.9,3,14.93,Tarjeta de Crédito
2749,2023-08-15,00:57,Papelería y oficina,25.9,4,8.29,Tarjeta de Crédito
2741,2023-08-15,20:49,Electrodomésticos,2396.9,2,95.88,Tarjeta de Débito
2751,2023-08-15,22:36,Belleza e higiene,139.9,3,41.97,Tarjeta de Débito
2752,2023-08-15,18:39,Belleza e higiene,142.9,1,0.0,Transferencia
2758,2023-08-15,00:52,Alimentos y bebidas,61.9,4,14.86,Tarjeta de Débito
2750,2023-08-15,00:58,Herramientas y construcción,337.9,2,0.0,Transferencia
2753,2023-08-15,15:30,Casa y aseo,177.9,1,12.45,Transferencia
2756,2023-08-15,14:37,Belleza e higiene,212.9,1,19.16,Tarjeta de Crédito
2743,2023-08-15,22:44,Herramientas y construcción,171.9,5,25.78,Transferencia
2759,2023-08-15,00:18,Electrodomésticos,1736.9,3,468.96,Tarjeta de Crédito
2760,2023-08-15,21:16,Casa y aseo,28.9,4,0.0,Tarjeta de Débito
2746,2023-08-15,00:19,Herramientas y construcción,271.9,2,21.75,Transferencia
2771,2023-08-16,22:53,Casa y aseo,104.9,2,12.59,Tarjeta de Crédito
2776,2023-08-16,00:47,Alimentos y bebidas,78.9,2,9.47,Transferencia
2774,2023-08-16,22:40,Libros,108.9,4,0.0,Transferencia
2764,2023-08-16,18:37,Herramientas y construcción,237.9,3,21.41,Transferencia
2765,2023-08-16,21:03,Herramientas y construcción,78.0,4,3.12,Transferencia
2770,2023-08-16,18:26,Casa y aseo,181.9,3,0.0,Tarjeta de Crédito
2767,2023-08-16,00:39,Alimentos y bebidas,50.9,4,8.14,Tarjeta de Débito
2773,2023-08-16,18:13,Alimentos y bebidas,22.9,1,0.0,Tarjeta de Débito
2778,2023-08-16,00:20,Belleza e higiene,100.9,1,0.0,Tarjeta de Débito
2772,2023-08-16,22:16,Herramientas y construcción,236.9,4,47.38,Transferencia
2775,2023-08-16,00:34,Casa y aseo,59.9,3,17.97,Tarjeta de Crédito
2769,2023-08-16,21:25,Alimentos y bebidas,35.9,1,1.08,Tarjeta de Crédito
2768,2023-08-16,18:54,Alimentos y bebidas,57.9,5,11.58,Tarjeta de Crédito
2777,2023-08-16,21:47,Herramientas y construcción,289.9,5,115.96,Transferencia
2766,2023-08-16,18:29,Alimentos y bebidas,72.0,3,0.0,Tarjeta de Crédito
2763,2023-08-16,19:07,Libros,133.9,5,0.0,Tarjeta de Crédito
2781,2023-08-17,23:52,Herramientas y construcción,61.9,1,3.1,Tarjeta de Crédito
2793,2023-08-17,00:16,Alimentos y bebidas,41.9,2,1.68,Tarjeta de Crédito
2794,2023-08-17,14:00,Alimentos y bebidas,99.9,2,7.99,Transferencia
2784,2023-08-17,22:49,Alimentos y bebidas,14.9,3,0.0,Transferencia
2803,2023-08-17,22:53,Libros,128.9,1,9.02,Tarjeta de Crédito
2806,2023-08-17,23:32,Belleza e higiene,209.9,2,37.78,Transferencia
2789,2023-08-17,14:18,Belleza e higiene,105.9,3,0.0,Transferencia
2791,2023-08-17,23:54,Electrónicos,7965.0,1,716.85,Transferencia
2787,2023-08-17,20:38,Papelería y oficina,6.9,5,0.0,Paypal
2809,2023-08-17,22:40,Belleza e higiene,149.9,2,0.0,Transferencia
2779,2023-08-17,22:27,Electrodomésticos,2412.9,1,24.13,Tarjeta de Crédito
2799,2023-08-17,14:56,Belleza e higiene,149.9,2,32.98,Transferencia
2792,2023-08-17,14:37,Casa y aseo,142.9,3,17.15,Tarjeta de Crédito
2785,2023-08-17,23:46,Papelería y oficina,3.9,3,0.0,Tarjeta de Crédito
2788,2023-08-17,14:36,Electrodomésticos,2455.9,5,1227.95,Tarjeta de Crédito
2810,2023-08-17,15:17,Alimentos y bebidas,5.0,2,0.8,Tarjeta de Crédito
2795,2023-08-17,15:18,Casa y aseo,40.9,2,0.0,Tarjeta de Crédito
2780,2023-08-17,18:42,Casa y aseo,54.9,3,0.0,Transferencia
2802,2023-08-17,23:50,Electrodomésticos,1112.9,1,44.52,Transferencia
2798,2023-08-17,16:29,Electrónicos,6974.9,4,1673.98,Transferencia
2797,2023-08-17,18:36,Electrodomésticos,1655.9,1,0.0,Tarjeta de Crédito
2801,2023-08-17,21:55,Papelería y oficina,27.9,1,0.0,Tarjeta de Débito
2805,2023-08-17,17:21,Electrodomésticos,1401.9,2,0.0,Transferencia
2807,2023-08-17,23:03,Casa y aseo,100.9,1,2.02,Transferencia
2782,2023-08-17,23:54,Electrodomésticos,2635.9,4,316.31,Transferencia
2790,2023-08-17,00:50,Belleza e higiene,51.0,1,3.57,Tarjeta de Crédito
2808,2023-08-17,23:27,Electrónicos,6215.9,4,0.0,Tarjeta de Crédito
2796,2023-08-17,23:17,Casa y aseo,128.9,5,25.78,Tarjeta de Crédito
2800,2023-08-17,14:03,Alimentos y bebidas,53.9,1,0.0,Transferencia
2786,2023-08-17,15:19,Electrónicos,5544.9,3,332.69,Transferencia
2783,2023-08-17,18:06,Belleza e higiene,196.9,5,49.22,Transferencia
2804,2023-08-17,21:18,Herramientas y construcción,207.9,3,43.66,Tarjeta de Crédito
2819,2023-08-18,18:28,Electrónicos,4554.9,1,409.94,Tarjeta de Crédito
2818,2023-08-18,17:38,Alimentos y bebidas,43.9,4,10.54,Transferencia
2822,2023-08-18,21:36,Electrónicos,4735.0,2,378.8,Paypal
2815,2023-08-18,19:29,Electrodomésticos,2527.9,1,0.0,Tarjeta de Crédito
2826,2023-08-18,00:08,Electrónicos,7760.9,5,2328.27,Tarjeta de Crédito
2811,2023-08-18,19:22,Alimentos y bebidas,66.9,2,0.0,Transferencia
2816,2023-08-18,22:35,Libros,124.9,5,0.0,Transferencia
2824,2023-08-18,17:06,Alimentos y bebidas,44.0,4,15.84,Tarjeta de Crédito
2812,2023-08-18,00:47,Electrónicos,5680.0,2,0.0,Tarjeta de Crédito
2821,2023-08-18,19:50,Alimentos y bebidas,11.9,5,5.95,Tarjeta de Crédito
2817,2023-08-18,18:14,Electrodomésticos,1767.9,5,265.18,Transferencia
2828,2023-08-18,21:06,Casa y aseo,160.9,5,80.45,Tarjeta de Crédito
2825,2023-08-18,23:34,Belleza e higiene,120.9,1,0.0,Tarjeta de Crédito
2813,2023-08-18,17:59,Alimentos y bebidas,47.9,2,0.0,Paypal
2827,2023-08-18,21:29,Electrodomésticos,3228.9,2,452.05,Tarjeta de Crédito
2823,2023-08-18,21:41,Belleza e higiene,87.9,2,15.82,Tarjeta de Crédito
2820,2023-08-18,21:26,Papelería y oficina,36.9,4,0.0,Tarjeta de Crédito
2814,2023-08-18,14:00,Alimentos y bebidas,83.9,4,23.49,Tarjeta de Crédito
2848,2023-08-19,21:15,Casa y aseo,176.9,1,7.08,Transferencia
2847,2023-08-19,17:26,Alimentos y bebidas,52.9,3,11.11,Tarjeta de Débito
2846,2023-08-19,14:26,Electrónicos,6588.9,4,1317.78,Transferencia
2844,2023-08-19,21:37,Alimentos y bebidas,83.9,2,0.0,Paypal
2831,2023-08-19,23:57,Herramientas y construcción,349.9,3,0.0,Tarjeta de Crédito
2842,2023-08-19,19:17,Casa y aseo,11.9,1,0.83,Tarjeta de Crédito
2839,2023-08-19,00:40,Herramientas y construcción,101.9,1,4.08,Tarjeta de Crédito
