ID_compra,ID_cliente,ciudad,estado,region,edad,sexo_biologico,cashback,nota
1000,4733,Monterrey ,Nuevo León,Noreste,60,Masculino,No,8
5911,6490,Tlaquepaque,Jalisco,Occidente,31,Femenino,Sí,10
4379,2477,Tlaquepaque,Jalisco,Occidente,30,Masculino,Sí,9
1399,7598,Tlaquepaque,Jalisco,Occidente,35,Masculino,No,10
111,5602,Tlaquepaque,Jalisco,Occidente,23,Masculino,No,10
5980,5754,Tlaquepaque,Jalisco,Occidente,32,Masculino,Sí,9
5618,6949,Tlaquepaque,Jalisco,Occidente,32,Masculino,Sí,10
3591,1177,Tlaquepaque,Jalisco,Occidente,37,Femenino,Sí,10
3838,4653,Monterrey ,Nuevo León,Noreste,30,Femenino,Sí,10
2049,9910,Tlaquepaque,Jalisco,Occidente,25,Masculino,Sí,7
4766,3782,Guadalajara,Jalisco,Occidente,24,Masculino,Sí,10
2632,4363,Tlaquepaque,Jalisco,Occidente,50,Femenino,No,9
2067,8073,Cholula,Puebla,Centro-Sur,59,Masculino,No,1
4041,2518,Chihuahua,Chihuahua,Noroeste,47,Masculino,No,8
938,7795,Tlaquepaque,Jalisco,Occidente,39,Masculino,No,7
3540,4376,Durango,Durango,Noroeste,56,Masculino,No,8
5213,7202,Tlaquepaque,Jalisco,Occidente,27,Femenino,Sí,9
4676,6431,León,Guanajuato,Centro-Norte,27,Masculino,No,9
4825,9438,Tlaquepaque,Jalisco,Occidente,58,Masculino,No,8
2642,5299,Tlaquepaque,Jalisco,Occidente,47,Femenino,No,10
2944,9717,Tlaquepaque,Jalisco,Occidente,44,Femenino,No,9
5907,1993,Veracruz,Veracruz,Golfo,45,Masculino,No,10
5384,4979,Tlaquepaque,Jalisco,Occidente,36,Masculino,Sí,9
5152,5051,Monterrey ,Nuevo León,Noreste,33,Masculino,Sí,9
446,7956,Toluca,Estado de México,Centro,28,Masculino,No,8
349,4045,Durango,Durango,Noroeste,45,Femenino,No,4
1361,1957,Tlaquepaque,Jalisco,Occidente,40,Femenino,Sí,9
247,1799,Tlaquepaque,Jalisco,Occidente,31,Femenino,Sí,9
2934,3781,Tlaquepaque,Jalisco,Occidente,43,Femenino,No,10
2460,4256,Valladolid,Yucatán,Sureste,48,Masculino,No,9
1325,9145,Saltillo,Coahuila,Noreste,18,Masculino,Sí,10
325,8376,Oaxaca de Juárez,Oaxaca,Sur,44,Masculino,No,9
4723,3222,Chihuahua,Chihuahua,Noroeste,37,Femenino,Sí,10
3267,9363,Lagos de Moreno,Jalisco,Occidente,43,Femenino,No,9
6010,6489,Valladolid,Yucatán,Sureste,53,Masculino,No,8
3396,3469,Valladolid,Yucatán,Sureste,42,Femenino,No,9
1431,4549,Valladolid,Yucatán,Sureste,38,Femenino,Sí,7
1375,6740,Valladolid,Yucatán,Sureste,45,Femenino,No,9
4894,4980,Monterrey ,Nuevo León,Noreste,39,Femenino,No,9
1992,5302,Valladolid,Yucatán,Sureste,37,Femenino,Sí,9
4925,1563,Ciudad de México,Ciudad de México,Centro,32,Femenino,No,9
6137,9026,Saltillo,Coahuila,Noreste,41,Masculino,No,8
2553,6667,Valladolid,Yucatán,Sureste,34,Masculino,Sí,7
4936,8002,Valladolid,Yucatán,Sureste,37,Masculino,Sí,9
5889,5237,León,Guanajuato,Centro-Norte,41,Femenino,No,10
717,7518,Valladolid,Yucatán,Sureste,54,Masculino,No,9
3028,3368,Chihuahua,Chihuahua,Noroeste,48,Femenino,No,8
2513,7149,Valladolid,Yucatán,Sureste,39,Femenino,No,10
5096,4115,Guadalajara,Jalisco,Occidente,32,Masculino,Sí,9
5852,3598,Durango,Durango,Noroeste,28,Masculino,Sí,7
3697,4381,Valladolid,Yucatán,Sureste,56,Masculino,No,5
1465,6098,Monterrey ,Nuevo León,Noreste,29,Masculino,Sí,10
5161,5858,Valladolid,Yucatán,Sureste,37,Masculino,No,10
614,2515,Valladolid,Yucatán,Sureste,46,Femenino,No,7
5453,6021,Hermosillo,Sonora,Noroeste,26,Masculino,No,10
100,3289,Valladolid,Yucatán,Sureste,39,Masculino,Sí,9
612,2423,Valladolid,Yucatán,Sureste,48,Masculino,No,9
3008,2988,Valladolid,Yucatán,Sureste,37,Femenino,Sí,9
326,6931,Valladolid,Yucatán,Sureste,34,Masculino,Sí,10
4541,7384,Toluca,Estado de México,Centro,28,Masculino,Sí,10
1483,9814,Valladolid,Yucatán,Sureste,36,Femenino,Sí,9
38,9012,Valladolid,Yucatán,Sureste,45,Femenino,No,9
908,9155,Valladolid,Yucatán,Sureste,55,Femenino,No,9
3844,6314,Hermosillo,Sonora,Noroeste,37,Femenino,No,10
2099,6580,Valladolid,Yucatán,Sureste,51,Femenino,No,10
4871,3401,Valladolid,Yucatán,Sureste,36,Femenino,Sí,6
5816,7952,Toluca,Estado de México,Centro,40,Femenino,Sí,7
2835,3251,Chihuahua,Chihuahua,Noroeste,33,Femenino,Sí,10
887,3697,Valladolid,Yucatán,Sureste,28,Femenino,No,7
3624,8593,Oaxaca de Juárez,Oaxaca,Sur,35,Masculino,No,0
4922,9439,Valladolid,Yucatán,Sureste,30,Femenino,No,9
5740,1439,Ciudad de México,Ciudad de México,Centro,41,Femenino,No,2
5607,7227,Valladolid,Yucatán,Sureste,45,Femenino,No,9
2955,3795,Valladolid,Yucatán,Sureste,42,Masculino,No,7
2261,3306,Chihuahua,Chihuahua,Noroeste,32,Masculino,Sí,10
1763,7036,Valladolid,Yucatán,Sureste,26,Masculino,No,7
3988,7681,Cholula,Puebla,Centro-Sur,42,Femenino,No,10
1025,5351,Valladolid,Yucatán,Sureste,36,Femenino,Sí,9
897,7431,Valladolid,Yucatán,Sureste,58,Masculino,No,10
747,1141,Ciudad de México,Ciudad de México,Centro,47,Femenino,No,9
434,5275,Valladolid,Yucatán,Sureste,39,Femenino,No,10
2279,3405,Chihuahua,Chihuahua,Noroeste,41,Femenino,No,10
2900,2451,Chihuahua,Chihuahua,Noroeste,39,Femenino,Sí,9
2975,9584,Veracruz,Veracruz,Golfo,55,Masculino,No,9
2008,4907,Durango,Durango,Noroeste,21,Femenino,No,9
2428,9456,Saltillo,Coahuila,Noreste,39,Masculino,Sí,10
1843,3212,Chihuahua,Chihuahua,Noroeste,37,Femenino,Sí,9
3794,6924,Valladolid,Yucatán,Sureste,36,Femenino,No,9
3145,9750,Valladolid,Yucatán,Sureste,44,Masculino,No,9
5440,3362,Valladolid,Yucatán,Sureste,39,Masculino,Sí,10
3159,7871,Valladolid,Yucatán,Sureste,45,Femenino,No,10
5739,6072,Hermosillo,Sonora,Noroeste,24,Femenino,Sí,9
5653,7488,Valladolid,Yucatán,Sureste,36,Masculino,No,7
4301,2298,Ciudad de México,Ciudad de México,Centro,42,Masculino,No,8
3667,7081,Valladolid,Yucatán,Sureste,49,Masculino,No,9
3202,6263,Hermosillo,Sonora,Noroeste,44,Masculino,No,10
780,5304,Valladolid,Yucatán,Sureste,46,Masculino,No,9
5434,4998,Valladolid,Yucatán,Sureste,31,Masculino,Sí,9
4085,4421,Minatitlán,Veracruz,Golfo,28,Masculino,Sí,9
2782,8868,Valladolid,Yucatán,Sureste,37,Masculino,Sí,10
1725,7813,Huixquilucan,Estado de México,Centro,50,Masculino,No,10
6023,6625,Valladolid,Yucatán,Sureste,21,Femenino,Sí,9
338,4967,Valladolid,Yucatán,Sureste,52,Masculino,No,9
61,4061,Valladolid,Yucatán,Sureste,41,Masculino,No,7
3689,2073,Valladolid,Yucatán,Sureste,51,Masculino,No,10
4024,1774,Valladolid,Yucatán,Sureste,48,Masculino,No,7
1849,9815,Saltillo,Coahuila,Noreste,43,Masculino,No,8
1699,4930,Valladolid,Yucatán,Sureste,47,Femenino,No,3
4248,9431,Saltillo,Coahuila,Noreste,47,Femenino,No,9
1360,5293,Delicias,Chihuahua,Noroeste,32,Femenino,Sí,9
4087,2459,Delicias,Chihuahua,Noroeste,47,Masculino,No,9
1336,4649,Durango,Durango,Noroeste,31,Masculino,Sí,9
852,8041,Cholula,Puebla,Centro-Sur,28,Masculino,Sí,7
503,1176,Ciudad de México,Ciudad de México,Centro,45,Femenino,No,9
3276,1700,Delicias,Chihuahua,Noroeste,34,Femenino,Sí,9
1573,6901,Delicias,Chihuahua,Noroeste,18,Masculino,Sí,7
4752,6376,Hermosillo,Sonora,Noroeste,51,Femenino,No,10
3525,1779,Delicias,Chihuahua,Noroeste,31,Femenino,No,8
2885,7236,Delicias,Chihuahua,Noroeste,35,Masculino,Sí,10
704,5571,Delicias,Chihuahua,Noroeste,22,Femenino,Sí,9
4477,8124,Toluca,Estado de México,Centro,36,Masculino,Sí,9
5601,5058,Monterrey ,Nuevo León,Noreste,18,Femenino,Sí,10
1676,9543,Veracruz,Veracruz,Golfo,48,Masculino,No,8
741,2933,Delicias,Chihuahua,Noroeste,55,Femenino,No,9
4970,9235,Delicias,Chihuahua,Noroeste,33,Femenino,No,7
3226,4745,Delicias,Chihuahua,Noroeste,24,Femenino,No,6
1429,4019,Guadalajara,Jalisco,Occidente,32,Masculino,No,7
2146,9429,Saltillo,Coahuila,Noreste,41,Femenino,No,9
880,3849,Guadalajara,Jalisco,Occidente,39,Femenino,Sí,10
2977,3496,Chihuahua,Chihuahua,Noroeste,42,Femenino,No,1
1012,4861,Monterrey ,Nuevo León,Noreste,43,Masculino,No,10
322,7251,Delicias,Chihuahua,Noroeste,56,Masculino,No,10
2158,4323,Guadalajara,Jalisco,Occidente,53,Femenino,No,8
3831,3796,Delicias,Chihuahua,Noroeste,25,Femenino,No,9
1576,9480,Delicias,Chihuahua,Noroeste,40,Masculino,Sí,1
1592,6964,León,Guanajuato,Centro-Norte,49,Femenino,No,10
2311,8787,Delicias,Chihuahua,Noroeste,30,Masculino,Sí,9
5540,3454,Chihuahua,Chihuahua,Noroeste,55,Masculino,No,7
2258,4802,Durango,Durango,Noroeste,23,Masculino,No,9
4309,8936,Delicias,Chihuahua,Noroeste,44,Femenino,No,9
1304,8084,Toluca,Estado de México,Centro,42,Femenino,No,9
1061,2079,Delicias,Chihuahua,Noroeste,42,Femenino,No,9
5133,8425,Delicias,Chihuahua,Noroeste,35,Masculino,Sí,3
5077,2188,Veracruz,Veracruz,Golfo,37,Femenino,Sí,8
1548,2054,Delicias,Chihuahua,Noroeste,59,Masculino,No,9
4653,3273,Delicias,Chihuahua,Noroeste,49,Femenino,No,9
2093,4731,Monterrey ,Nuevo León,Noreste,44,Femenino,No,7
4485,2754,Delicias,Chihuahua,Noroeste,38,Femenino,Sí,9
2660,1286,Delicias,Chihuahua,Noroeste,36,Femenino,No,8
1015,3625,Chihuahua,Chihuahua,Noroeste,34,Femenino,Sí,10
4002,1683,Ciudad de México,Ciudad de México,Centro,30,Masculino,Sí,9
2846,8463,Delicias,Chihuahua,Noroeste,53,Femenino,No,7
980,4814,Delicias,Chihuahua,Noroeste,23,Masculino,Sí,9
1139,5642,Hermosillo,Sonora,Noroeste,31,Masculino,Sí,10
1210,8462,Oaxaca de Juárez,Oaxaca,Sur,41,Femenino,No,9
2212,7700,Delicias,Chihuahua,Noroeste,52,Masculino,No,9
1877,6914,León,Guanajuato,Centro-Norte,45,Femenino,No,9
2349,1011,Delicias,Chihuahua,Noroeste,52,Femenino,No,7
486,6607,Delicias,Chihuahua,Noroeste,24,Femenino,Sí,10
3731,8517,Oaxaca de Juárez,Oaxaca,Sur,55,Femenino,No,8
679,2901,Ciudad de México,Ciudad de México,Centro,49,Masculino,No,7
327,8862,Delicias,Chihuahua,Noroeste,51,Femenino,No,9
2972,6503,Delicias,Chihuahua,Noroeste,43,Masculino,No,9
5272,7576,Cholula,Puebla,Centro-Sur,40,Femenino,Sí,10
4320,5788,Delicias,Chihuahua,Noroeste,46,Masculino,No,8
4917,9944,Delicias,Chihuahua,Noroeste,27,Femenino,No,9
4788,1018,Ciudad de México,Ciudad de México,Centro,45,Masculino,No,9
849,7663,Delicias,Chihuahua,Noroeste,40,Masculino,Sí,9
4760,5860,Hermosillo,Sonora,Noroeste,35,Femenino,No,7
5642,2708,Delicias,Chihuahua,Noroeste,34,Femenino,Sí,7
3372,5538,Hermosillo,Sonora,Noroeste,32,Femenino,Sí,10
2671,4421,Minatitlán,Veracruz,Golfo,28,Masculino,Sí,9
808,7389,Toluca,Estado de México,Centro,39,Masculino,Sí,9
1965,7007,Delicias,Chihuahua,Noroeste,40,Femenino,Sí,10
1896,9781,Delicias,Chihuahua,Noroeste,47,Masculino,No,9
2925,8827,Cholula,Puebla,Centro-Sur,37,Femenino,No,9
233,1464,Ciudad de México,Ciudad de México,Centro,41,Masculino,No,8
1951,2666,Delicias,Chihuahua,Noroeste,45,Masculino,No,9
5942,9922,Delicias,Chihuahua,Noroeste,38,Masculino,Sí,9
5339,6257,Hermosillo,Sonora,Noroeste,43,Femenino,No,10
1893,5164,Delicias,Chihuahua,Noroeste,65,Masculino,No,10
5656,1824,Delicias,Chihuahua,Noroeste,49,Masculino,No,7
778,7794,Toluca,Estado de México,Centro,25,Masculino,Sí,9
4376,7305,Delicias,Chihuahua,Noroeste,45,Femenino,No,9
4544,1203,Delicias,Chihuahua,Noroeste,35,Masculino,Sí,7
4166,7459,Toluca,Estado de México,Centro,33,Masculino,No,9
3609,1338,Ciudad de México,Ciudad de México,Centro,31,Masculino,No,9
3227,6225,Hermosillo,Sonora,Noroeste,45,Femenino,No,10
5606,2374,Chihuahua,Chihuahua,Noroeste,34,Femenino,Sí,10
5503,5097,León,Guanajuato,Centro-Norte,26,Masculino,Sí,8
5290,9468,Saltillo,Coahuila,Noreste,28,Femenino,Sí,9
4802,6429,Tepic,Nayarit,Occidente,33,Femenino,Sí,9
1634,9893,Tepic,Nayarit,Occidente,45,Masculino,No,9
82,3498,Tepic,Nayarit,Occidente,46,Masculino,No,8
1239,1503,Tepic,Nayarit,Occidente,40,Masculino,No,9
1265,2987,Durango,Durango,Noroeste,34,Femenino,Sí,10
4490,6594,Tepic,Nayarit,Occidente,31,Masculino,Sí,9
5790,3641,Tepic,Nayarit,Occidente,34,Masculino,Sí,10
521,9597,Tepic,Nayarit,Occidente,40,Femenino,Sí,0
3445,1241,Tepic,Nayarit,Occidente,39,Femenino,No,10
6160,1327,Ciudad de México,Ciudad de México,Centro,43,Masculino,No,10
3933,8853,Tepic,Nayarit,Occidente,44,Masculino,No,8
4184,8400,Tepic,Nayarit,Occidente,49,Masculino,No,7
5428,6033,Tepic,Nayarit,Occidente,38,Masculino,Sí,9
3634,9793,Veracruz,Veracruz,Golfo,38,Masculino,Sí,9
5533,2513,Chihuahua,Chihuahua,Noroeste,44,Masculino,No,10
2214,9652,Tepic,Nayarit,Occidente,40,Masculino,Sí,7
1183,7169,Tepic,Nayarit,Occidente,50,Femenino,No,10
3425,9713,Tepic,Nayarit,Occidente,43,Masculino,No,6
3501,4356,Chihuahua,Chihuahua,Noroeste,38,Masculino,No,6
1069,3096,Tepic,Nayarit,Occidente,36,Masculino,Sí,10
5196,4308,Tepic,Nayarit,Occidente,45,Femenino,No,9
1974,5710,Tepic,Nayarit,Occidente,35,Masculino,No,7
4343,2317,Tepic,Nayarit,Occidente,35,Masculino,Sí,2
4401,5391,León,Guanajuato,Centro-Norte,42,Femenino,No,10
4707,5994,Tepic,Nayarit,Occidente,30,Femenino,No,10
2787,1683,Ciudad de México,Ciudad de México,Centro,30,Masculino,Sí,9
2259,9662,Veracruz,Veracruz,Golfo,40,Femenino,No,9
183,5768,León,Guanajuato,Centro-Norte,35,Masculino,Sí,9
3679,6695,León,Guanajuato,Centro-Norte,23,Femenino,Sí,9
3150,4649,Durango,Durango,Noroeste,31,Masculino,Sí,9
4091,3770,Durango,Durango,Noroeste,65,Femenino,No,10
5919,1577,Tepic,Nayarit,Occidente,31,Femenino,No,7
5215,7111,Tepic,Nayarit,Occidente,48,Masculino,No,1
488,1815,Tepic,Nayarit,Occidente,31,Masculino,Sí,9
4333,8805,Oaxaca de Juárez,Oaxaca,Sur,26,Masculino,Sí,9
5435,7409,Tepic,Nayarit,Occidente,29,Femenino,Sí,9
5868,9288,Saltillo,Coahuila,Noreste,29,Femenino,Sí,10
912,4644,Tepic,Nayarit,Occidente,47,Masculino,No,6
332,3561,Tepic,Nayarit,Occidente,29,Femenino,Sí,9
4206,3112,Tepic,Nayarit,Occidente,36,Femenino,No,9
3388,9227,Tepic,Nayarit,Occidente,27,Masculino,No,9
1794,7346,Tepic,Nayarit,Occidente,33,Femenino,Sí,8
2403,8407,Tepic,Nayarit,Occidente,32,Femenino,Sí,9
1021,6714,Tepic,Nayarit,Occidente,27,Femenino,Sí,9
1687,2724,Tepic,Nayarit,Occidente,43,Femenino,No,8
2096,1975,Ciudad de México,Ciudad de México,Centro,42,Femenino,No,7
4975,2967,Chihuahua,Chihuahua,Noroeste,31,Masculino,Sí,9
3274,2152,Tepic,Nayarit,Occidente,31,Masculino,No,8
184,1213,Ciudad de México,Ciudad de México,Centro,28,Masculino,Sí,7
5616,2021,Veracruz,Veracruz,Golfo,36,Masculino,Sí,9
4569,8505,Tepic,Nayarit,Occidente,48,Femenino,No,1
810,3957,Tepic,Nayarit,Occidente,28,Masculino,Sí,8
4884,6951,León,Guanajuato,Centro-Norte,31,Femenino,Sí,10
1236,5426,Tepic,Nayarit,Occidente,36,Femenino,Sí,9
4620,5678,León,Guanajuato,Centro-Norte,44,Femenino,No,8
4885,2778,Ciudad de México,Ciudad de México,Centro,32,Femenino,Sí,9
1944,2349,Tepic,Nayarit,Occidente,30,Femenino,No,8
1954,9460,Tepic,Nayarit,Occidente,33,Masculino,Sí,8
6050,2901,Ciudad de México,Ciudad de México,Centro,49,Masculino,No,9
437,2676,Tepic,Nayarit,Occidente,52,Masculino,No,9
4578,5536,León,Guanajuato,Centro-Norte,38,Femenino,Sí,9
5375,2981,Durango,Durango,Noroeste,42,Masculino,No,8
3139,5072,Tepic,Nayarit,Occidente,36,Masculino,Sí,4
2907,1913,Veracruz,Veracruz,Golfo,40,Masculino,Sí,10
5756,9209,Saltillo,Coahuila,Noreste,46,Femenino,No,8
4118,7804,Tepic,Nayarit,Occidente,40,Femenino,Sí,9
2360,4557,Monterrey ,Nuevo León,Noreste,31,Masculino,No,9
4255,1434,Tepic,Nayarit,Occidente,41,Masculino,No,10
2966,7001,Tepic,Nayarit,Occidente,38,Femenino,No,10
3216,3558,Tepic,Nayarit,Occidente,26,Femenino,No,8
2320,9559,Saltillo,Coahuila,Noreste,42,Masculino,No,9
1663,8537,Oaxaca de Juárez,Oaxaca,Sur,22,Masculino,Sí,9
1395,1258,Ciudad de México,Ciudad de México,Centro,34,Femenino,Sí,8
2792,4564,Monterrey ,Nuevo León,Noreste,50,Masculino,No,6
2206,1242,Puebla de Zaragoza,Puebla,Centro-Sur,41,Femenino,No,9
822,9124,Puebla de Zaragoza,Puebla,Centro-Sur,48,Masculino,No,9
1491,2580,Puebla de Zaragoza,Puebla,Centro-Sur,32,Femenino,No,10
766,7836,Toluca,Estado de México,Centro,38,Masculino,Sí,10
3595,3328,Durango,Durango,Noroeste,42,Femenino,No,7
2288,2493,Chihuahua,Chihuahua,Noroeste,53,Femenino,No,4
3060,9754,Saltillo,Coahuila,Noreste,39,Femenino,No,9
634,9103,Puebla de Zaragoza,Puebla,Centro-Sur,31,Femenino,No,9
844,3000,Puebla de Zaragoza,Puebla,Centro-Sur,40,Masculino,Sí,10
4552,8722,Puebla de Zaragoza,Puebla,Centro-Sur,57,Femenino,No,10
1120,6128,Puebla de Zaragoza,Puebla,Centro-Sur,23,Femenino,No,10
5189,1664,Ciudad de México,Ciudad de México,Centro,39,Masculino,Sí,7
2021,6069,León,Guanajuato,Centro-Norte,39,Femenino,Sí,9
2216,1950,Puebla de Zaragoza,Puebla,Centro-Sur,38,Masculino,Sí,8
2136,3405,Chihuahua,Chihuahua,Noroeste,41,Femenino,No,9
3826,5434,Puebla de Zaragoza,Puebla,Centro-Sur,49,Masculino,No,9
2997,4065,Puebla de Zaragoza,Puebla,Centro-Sur,42,Masculino,No,9
4896,2709,Ciudad de México,Ciudad de México,Centro,38,Masculino,Sí,9
551,1351,Ciudad de México,Ciudad de México,Centro,55,Femenino,No,9
6024,1276,Ciudad de México,Ciudad de México,Centro,50,Masculino,No,9
2002,3256,Puebla de Zaragoza,Puebla,Centro-Sur,35,Masculino,Sí,9
3292,5233,Puebla de Zaragoza,Puebla,Centro-Sur,49,Femenino,No,10
3544,7239,Puebla de Zaragoza,Puebla,Centro-Sur,37,Femenino,No,9
2452,4815,Puebla de Zaragoza,Puebla,Centro-Sur,48,Masculino,No,9
5672,7059,Puebla de Zaragoza,Puebla,Centro-Sur,49,Femenino,No,8
4665,9736,Veracruz,Veracruz,Golfo,45,Masculino,No,9
4549,3017,Chihuahua,Chihuahua,Noroeste,47,Masculino,No,9
591,1502,Puebla de Zaragoza,Puebla,Centro-Sur,20,Femenino,No,9
2025,8566,Puebla de Zaragoza,Puebla,Centro-Sur,19,Femenino,No,10
1521,8916,Puebla de Zaragoza,Puebla,Centro-Sur,34,Masculino,Sí,9
3326,8798,Puebla de Zaragoza,Puebla,Centro-Sur,35,Femenino,Sí,10
632,7304,Puebla de Zaragoza,Puebla,Centro-Sur,33,Masculino,Sí,8
2180,7170,Puebla de Zaragoza,Puebla,Centro-Sur,23,Femenino,Sí,9
2589,2294,Veracruz,Veracruz,Golfo,32,Femenino,Sí,10
748,4920,Puebla de Zaragoza,Puebla,Centro-Sur,35,Femenino,No,8
5624,6246,Puebla de Zaragoza,Puebla,Centro-Sur,44,Masculino,No,9
3741,7786,Toluca,Estado de México,Centro,49,Femenino,No,7
1389,4123,Durango,Durango,Noroeste,45,Femenino,No,8
1602,9716,Saltillo,Coahuila,Noreste,28,Masculino,Sí,7
1666,4130,Durango,Durango,Noroeste,52,Masculino,No,9
1871,9758,Puebla de Zaragoza,Puebla,Centro-Sur,44,Femenino,No,9
2753,4107,Puebla de Zaragoza,Puebla,Centro-Sur,41,Femenino,No,10
526,5136,Monterrey ,Nuevo León,Noreste,56,Masculino,No,10
228,2653,Puebla de Zaragoza,Puebla,Centro-Sur,28,Masculino,Sí,3
5797,2091,Puebla de Zaragoza,Puebla,Centro-Sur,40,Femenino,Sí,9
4020,6764,Puebla de Zaragoza,Puebla,Centro-Sur,27,Masculino,Sí,9
1528,2823,Chihuahua,Chihuahua,Noroeste,29,Femenino,Sí,10
4505,1946,Veracruz,Veracruz,Golfo,35,Femenino,Sí,8
1585,8328,Puebla de Zaragoza,Puebla,Centro-Sur,41,Masculino,No,9
7,3106,Puebla de Zaragoza,Puebla,Centro-Sur,35,Masculino,No,10
253,7127,Cholula,Puebla,Centro-Sur,38,Femenino,No,8
5500,5523,León,Guanajuato,Centro-Norte,37,Femenino,Sí,9
5112,8766,Puebla de Zaragoza,Puebla,Centro-Sur,40,Femenino,Sí,9
4805,5662,Puebla de Zaragoza,Puebla,Centro-Sur,40,Femenino,Sí,10
4828,8978,Oaxaca de Juárez,Oaxaca,Sur,35,Masculino,No,10
3693,6408,Puebla de Zaragoza,Puebla,Centro-Sur,54,Femenino,No,10
5768,8029,Cholula,Puebla,Centro-Sur,45,Femenino,No,9
3839,8858,Puebla de Zaragoza,Puebla,Centro-Sur,39,Masculino,No,9
3481,4257,Puebla de Zaragoza,Puebla,Centro-Sur,18,Femenino,No,10
1152,7400,Toluca,Estado de México,Centro,40,Femenino,Sí,9
4447,4050,Puebla de Zaragoza,Puebla,Centro-Sur,48,Femenino,No,8
1180,4688,Puebla de Zaragoza,Puebla,Centro-Sur,37,Femenino,Sí,10
68,1708,Ciudad de México,Ciudad de México,Centro,33,Masculino,Sí,9
2585,6636,Puebla de Zaragoza,Puebla,Centro-Sur,40,Femenino,Sí,9
5764,7493,Cholula,Puebla,Centro-Sur,29,Masculino,Sí,9
4460,7000,Puebla de Zaragoza,Puebla,Centro-Sur,26,Femenino,No,2
497,2923,Puebla de Zaragoza,Puebla,Centro-Sur,33,Femenino,Sí,10
393,9319,Saltillo,Coahuila,Noreste,47,Femenino,No,8
3004,5055,Puebla de Zaragoza,Puebla,Centro-Sur,36,Masculino,Sí,7
787,5651,Puebla de Zaragoza,Puebla,Centro-Sur,18,Masculino,No,10
2543,9641,Puebla de Zaragoza,Puebla,Centro-Sur,26,Femenino,Sí,9
3546,9987,Puebla de Zaragoza,Puebla,Centro-Sur,30,Femenino,Sí,10
1024,3135,Chihuahua,Chihuahua,Noroeste,27,Femenino,Sí,7
4763,2380,Puebla de Zaragoza,Puebla,Centro-Sur,33,Femenino,No,10
4480,5623,León,Guanajuato,Centro-Norte,22,Masculino,No,8
3711,8354,Oaxaca de Juárez,Oaxaca,Sur,18,Femenino,Sí,2
283,1651,El Salto,Jalisco,Occidente,45,Masculino,No,9
3346,7548,El Salto,Jalisco,Occidente,34,Masculino,Sí,10
3898,9351,Veracruz,Veracruz,Golfo,28,Masculino,Sí,4
4867,3953,El Salto,Jalisco,Occidente,31,Femenino,Sí,9
1313,7635,Cholula,Puebla,Centro-Sur,54,Femenino,No,8
2409,3321,El Salto,Jalisco,Occidente,42,Femenino,No,9
3888,8875,Oaxaca de Juárez,Oaxaca,Sur,38,Femenino,No,9
1114,1224,El Salto,Jalisco,Occidente,41,Femenino,No,6
475,6917,El Salto,Jalisco,Occidente,45,Femenino,No,9
4291,2316,El Salto,Jalisco,Occidente,51,Femenino,No,9
2640,3496,Chihuahua,Chihuahua,Noroeste,42,Femenino,No,9
1929,1909,El Salto,Jalisco,Occidente,25,Masculino,Sí,9
836,8001,El Salto,Jalisco,Occidente,18,Femenino,No,8
2377,8023,El Salto,Jalisco,Occidente,30,Femenino,Sí,7
6005,3685,El Salto,Jalisco,Occidente,68,Masculino,No,8
3875,6895,El Salto,Jalisco,Occidente,24,Masculino,No,10
5737,4605,El Salto,Jalisco,Occidente,47,Masculino,No,8
1586,5696,Hermosillo,Sonora,Noroeste,45,Masculino,No,9
6108,6081,Monterrey ,Nuevo León,Noreste,46,Femenino,No,7
5986,1229,Ciudad de México,Ciudad de México,Centro,57,Femenino,No,10
4193,8646,Oaxaca de Juárez,Oaxaca,Sur,30,Femenino,Sí,9
3140,6350,León,Guanajuato,Centro-Norte,41,Femenino,No,4
5821,2255,Ciudad de México,Ciudad de México,Centro,40,Femenino,Sí,9
2355,1726,Ciudad de México,Ciudad de México,Centro,33,Femenino,Sí,7
2328,9264,El Salto,Jalisco,Occidente,28,Masculino,Sí,9
224,2750,El Salto,Jalisco,Occidente,41,Masculino,No,10
1457,7973,El Salto,Jalisco,Occidente,45,Masculino,No,4
4661,3378,Durango,Durango,Noroeste,37,Femenino,Sí,9
2867,5046,Monterrey ,Nuevo León,Noreste,28,Masculino,Sí,9
3790,6731,El Salto,Jalisco,Occidente,24,Masculino,Sí,10
2038,5388,El Salto,Jalisco,Occidente,49,Femenino,No,7
4771,1843,Ciudad de México,Ciudad de México,Centro,40,Femenino,No,8
5476,5306,El Salto,Jalisco,Occidente,18,Masculino,Sí,9
4913,7337,Toluca,Estado de México,Centro,30,Femenino,Sí,10
1306,8852,El Salto,Jalisco,Occidente,46,Femenino,No,10
1495,7914,El Salto,Jalisco,Occidente,44,Femenino,No,8
821,2089,El Salto,Jalisco,Occidente,46,Femenino,No,10
1397,9865,El Salto,Jalisco,Occidente,34,Masculino,Sí,10
2286,1115,Ciudad de México,Ciudad de México,Centro,18,Femenino,No,9
2533,7311,El Salto,Jalisco,Occidente,45,Femenino,No,8
4088,7801,Toluca,Estado de México,Centro,41,Femenino,No,9
3842,9855,El Salto,Jalisco,Occidente,42,Femenino,No,7
5079,1266,Ciudad de México,Ciudad de México,Centro,32,Femenino,No,4
4718,7949,Toluca,Estado de México,Centro,64,Femenino,No,10
54,9390,Saltillo,Coahuila,Noreste,47,Femenino,No,9
